plate,column,row,experiment,cpd1,dose1,cpd2,dose2
4,3,B,Cpd_2-Cpd_6,Cpd_2,0.364,Cpd_6,0.133
4,3,C,Cpd_2-Cpd_7,Cpd_2,0.561,Cpd_7,0.648
4,3,D,Cpd_2-Cpd_8,Cpd_2,0.579,Cpd_8,105.688
4,3,E,Cpd_3-Cpd_4,Cpd_3,0.379,Cpd_4,43.765
4,3,F,Cpd_3-Cpd_5,Cpd_3,0.487,Cpd_5,4.899
4,3,G,Cpd_3-Cpd_6,Cpd_3,0.279,Cpd_6,0.144
4,3,H,untreated,NA,NA,NA,NA
4,3,A,untreated,NA,NA,NA,NA
4,4,B,Cpd_2-Cpd_6,Cpd_2,0.524,Cpd_6,0.191
4,4,C,Cpd_2-Cpd_7,Cpd_2,0.685,Cpd_7,0.791
4,4,D,Cpd_2-Cpd_8,Cpd_2,0.718,Cpd_8,131.053
4,4,E,Cpd_3-Cpd_4,Cpd_3,0.493,Cpd_4,56.894
4,4,F,Cpd_3-Cpd_5,Cpd_3,0.584,Cpd_5,5.879
4,4,G,Cpd_3-Cpd_6,Cpd_3,0.388,Cpd_6,0.2
4,4,H,untreated,NA,NA,NA,NA
4,4,A,untreated,NA,NA,NA,NA
4,5,B,Cpd_2-Cpd_6,Cpd_2,0.755,Cpd_6,0.276
4,5,C,Cpd_2-Cpd_7,Cpd_2,0.835,Cpd_7,0.965
4,5,D,Cpd_2-Cpd_8,Cpd_2,0.89,Cpd_8,162.506
4,5,E,Cpd_3-Cpd_4,Cpd_3,0.641,Cpd_4,73.962
4,5,F,Cpd_3-Cpd_5,Cpd_3,0.701,Cpd_5,7.054
4,5,G,Cpd_3-Cpd_6,Cpd_3,0.539,Cpd_6,0.278
4,5,H,untreated,NA,NA,NA,NA
4,5,A,untreated,NA,NA,NA,NA
4,6,B,Cpd_2-Cpd_6,Cpd_2,1.087,Cpd_6,0.397
4,6,C,Cpd_2-Cpd_7,Cpd_2,1.019,Cpd_7,1.177
4,6,D,Cpd_2-Cpd_8,Cpd_2,1.104,Cpd_8,201.507
4,6,E,Cpd_3-Cpd_4,Cpd_3,0.833,Cpd_4,96.151
4,6,F,Cpd_3-Cpd_5,Cpd_3,0.841,Cpd_5,8.465
4,6,G,Cpd_3-Cpd_6,Cpd_3,0.75,Cpd_6,0.387
4,6,H,untreated,NA,NA,NA,NA
4,6,A,untreated,NA,NA,NA,NA
4,7,B,Cpd_2-Cpd_6,Cpd_2,1.565,Cpd_6,0.572
4,7,C,Cpd_2-Cpd_7,Cpd_2,1.243,Cpd_7,1.436
4,7,D,Cpd_2-Cpd_8,Cpd_2,1.369,Cpd_8,249.869
4,7,E,Cpd_3-Cpd_4,Cpd_3,1.082,Cpd_4,124.996
4,7,F,Cpd_3-Cpd_5,Cpd_3,1.009,Cpd_5,10.158
4,7,G,Cpd_3-Cpd_6,Cpd_3,1.042,Cpd_6,0.538
4,7,H,untreated,NA,NA,NA,NA
4,7,A,untreated,NA,NA,NA,NA
4,8,B,Cpd_2-Cpd_6,Cpd_2,2.254,Cpd_6,0.823
4,8,C,Cpd_2-Cpd_7,Cpd_2,1.517,Cpd_7,1.751
4,8,D,Cpd_2-Cpd_8,Cpd_2,1.697,Cpd_8,309.837
4,8,E,Cpd_3-Cpd_4,Cpd_3,1.407,Cpd_4,162.495
4,8,F,Cpd_3-Cpd_5,Cpd_3,1.211,Cpd_5,12.19
4,8,G,Cpd_3-Cpd_6,Cpd_3,1.448,Cpd_6,0.748
4,8,H,untreated,NA,NA,NA,NA
4,8,A,untreated,NA,NA,NA,NA
4,9,B,Cpd_2-Cpd_6,Cpd_2,3.246,Cpd_6,1.185
4,9,C,Cpd_2-Cpd_7,Cpd_2,1.85,Cpd_7,2.137
4,9,D,Cpd_2-Cpd_8,Cpd_2,2.104,Cpd_8,384.198
4,9,E,Cpd_3-Cpd_4,Cpd_3,1.829,Cpd_4,211.243
4,9,F,Cpd_3-Cpd_5,Cpd_3,1.453,Cpd_5,14.628
4,9,G,Cpd_3-Cpd_6,Cpd_3,2.013,Cpd_6,1.04
4,9,H,untreated,NA,NA,NA,NA
4,9,A,untreated,NA,NA,NA,NA
4,10,B,Cpd_2-Cpd_6,Cpd_2,4.674,Cpd_6,1.707
4,10,C,Cpd_2-Cpd_7,Cpd_2,2.258,Cpd_7,2.607
4,10,D,Cpd_2-Cpd_8,Cpd_2,2.609,Cpd_8,476.406
4,10,E,Cpd_3-Cpd_4,Cpd_3,2.378,Cpd_4,274.616
4,10,F,Cpd_3-Cpd_5,Cpd_3,1.744,Cpd_5,17.554
4,10,G,Cpd_3-Cpd_6,Cpd_3,2.798,Cpd_6,1.445
4,10,H,untreated,NA,NA,NA,NA
4,10,A,untreated,NA,NA,NA,NA
4,11,B,Cpd_2-Cpd_6,Cpd_2,6.73,Cpd_6,2.458
4,11,C,Cpd_2-Cpd_7,Cpd_2,2.754,Cpd_7,3.18
4,11,D,Cpd_2-Cpd_8,Cpd_2,3.236,Cpd_8,590.743
4,11,E,Cpd_3-Cpd_4,Cpd_3,3.092,Cpd_4,357.001
4,11,F,Cpd_3-Cpd_5,Cpd_3,2.093,Cpd_5,21.064
4,11,G,Cpd_3-Cpd_6,Cpd_3,3.889,Cpd_6,2.008
4,11,H,untreated,NA,NA,NA,NA
4,11,A,untreated,NA,NA,NA,NA
4,12,B,Cpd_2-Cpd_6,Cpd_2,9.692,Cpd_6,3.539
4,12,C,Cpd_2-Cpd_7,Cpd_2,3.36,Cpd_7,3.88
4,12,D,Cpd_2-Cpd_8,Cpd_2,4.012,Cpd_8,732.521
4,12,E,Cpd_3-Cpd_4,Cpd_3,4.019,Cpd_4,464.102
4,12,F,Cpd_3-Cpd_5,Cpd_3,2.511,Cpd_5,25.277
4,12,G,Cpd_3-Cpd_6,Cpd_3,5.406,Cpd_6,2.792
4,12,H,untreated,NA,NA,NA,NA
4,12,A,untreated,NA,NA,NA,NA
5,1,B,Cpd_3-Cpd_7,Cpd_3,0.352,Cpd_7,0.575
5,1,C,Cpd_3-Cpd_8,Cpd_3,0.344,Cpd_8,88.755
5,1,D,Cpd_4-Cpd_5,Cpd_4,34.064,Cpd_5,2.97
5,1,E,Cpd_4-Cpd_6,Cpd_4,15.778,Cpd_6,0.071
5,1,F,Cpd_4-Cpd_7,Cpd_4,38.545,Cpd_7,0.545
5,1,G,Cpd_4-Cpd_8,Cpd_4,34.676,Cpd_8,77.537
5,1,H,untreated,NA,NA,NA,NA
5,1,A,untreated,NA,NA,NA,NA
5,2,B,Cpd_3-Cpd_7,Cpd_3,0.415,Cpd_7,0.678
5,2,C,Cpd_3-Cpd_8,Cpd_3,0.412,Cpd_8,106.506
5,2,D,Cpd_4-Cpd_5,Cpd_4,41.558,Cpd_5,3.623
5,2,E,Cpd_4-Cpd_6,Cpd_4,22.247,Cpd_6,0.099
5,2,F,Cpd_4-Cpd_7,Cpd_4,45.868,Cpd_7,0.649
5,2,G,Cpd_4-Cpd_8,Cpd_4,42.304,Cpd_8,94.595
5,2,H,untreated,NA,NA,NA,NA
5,2,A,untreated,NA,NA,NA,NA
5,3,B,Cpd_3-Cpd_7,Cpd_3,0.49,Cpd_7,0.8
5,3,C,Cpd_3-Cpd_8,Cpd_3,0.495,Cpd_8,127.807
5,3,D,Cpd_4-Cpd_5,Cpd_4,50.701,Cpd_5,4.42
5,3,E,Cpd_4-Cpd_6,Cpd_4,31.369,Cpd_6,0.14
5,3,F,Cpd_4-Cpd_7,Cpd_4,54.583,Cpd_7,0.772
5,3,G,Cpd_4-Cpd_8,Cpd_4,51.611,Cpd_8,115.406
5,3,H,untreated,NA,NA,NA,NA
5,3,A,untreated,NA,NA,NA,NA
5,4,B,Cpd_3-Cpd_7,Cpd_3,0.578,Cpd_7,0.945
5,4,C,Cpd_3-Cpd_8,Cpd_3,0.594,Cpd_8,153.369
5,4,D,Cpd_4-Cpd_5,Cpd_4,61.855,Cpd_5,5.392
5,4,E,Cpd_4-Cpd_6,Cpd_4,44.23,Cpd_6,0.198
5,4,F,Cpd_4-Cpd_7,Cpd_4,64.954,Cpd_7,0.919
5,4,G,Cpd_4-Cpd_8,Cpd_4,62.966,Cpd_8,140.795
5,4,H,untreated,NA,NA,NA,NA
5,4,A,untreated,NA,NA,NA,NA
5,5,B,Cpd_3-Cpd_7,Cpd_3,0.683,Cpd_7,1.115
5,5,C,Cpd_3-Cpd_8,Cpd_3,0.713,Cpd_8,184.043
5,5,D,Cpd_4-Cpd_5,Cpd_4,75.463,Cpd_5,6.579
5,5,E,Cpd_4-Cpd_6,Cpd_4,62.364,Cpd_6,0.279
5,5,F,Cpd_4-Cpd_7,Cpd_4,77.295,Cpd_7,1.093
5,5,G,Cpd_4-Cpd_8,Cpd_4,76.818,Cpd_8,171.77
5,5,H,untreated,NA,NA,NA,NA
5,5,A,untreated,NA,NA,NA,NA
5,6,B,Cpd_3-Cpd_7,Cpd_3,0.805,Cpd_7,1.315
5,6,C,Cpd_3-Cpd_8,Cpd_3,0.855,Cpd_8,220.851
5,6,D,Cpd_4-Cpd_5,Cpd_4,92.065,Cpd_5,8.026
5,6,E,Cpd_4-Cpd_6,Cpd_4,87.933,Cpd_6,0.393
5,6,F,Cpd_4-Cpd_7,Cpd_4,91.981,Cpd_7,1.301
5,6,G,Cpd_4-Cpd_8,Cpd_4,93.718,Cpd_8,209.56
5,6,H,untreated,NA,NA,NA,NA
5,6,A,untreated,NA,NA,NA,NA
5,7,B,Cpd_3-Cpd_7,Cpd_3,0.95,Cpd_7,1.552
5,7,C,Cpd_3-Cpd_8,Cpd_3,1.026,Cpd_8,265.021
5,7,D,Cpd_4-Cpd_5,Cpd_4,112.32,Cpd_5,9.792
5,7,E,Cpd_4-Cpd_6,Cpd_4,123.986,Cpd_6,0.554
5,7,F,Cpd_4-Cpd_7,Cpd_4,109.457,Cpd_7,1.548
5,7,G,Cpd_4-Cpd_8,Cpd_4,114.336,Cpd_8,255.663
5,7,H,untreated,NA,NA,NA,NA
5,7,A,untreated,NA,NA,NA,NA
5,8,B,Cpd_3-Cpd_7,Cpd_3,1.121,Cpd_7,1.831
5,8,C,Cpd_3-Cpd_8,Cpd_3,1.232,Cpd_8,318.025
5,8,D,Cpd_4-Cpd_5,Cpd_4,137.03,Cpd_5,11.946
5,8,E,Cpd_4-Cpd_6,Cpd_4,174.82,Cpd_6,0.782
5,8,F,Cpd_4-Cpd_7,Cpd_4,130.254,Cpd_7,1.842
5,8,G,Cpd_4-Cpd_8,Cpd_4,139.49,Cpd_8,311.909
5,8,H,untreated,NA,NA,NA,NA
5,8,A,untreated,NA,NA,NA,NA
5,9,B,Cpd_3-Cpd_7,Cpd_3,1.323,Cpd_7,2.161
5,9,C,Cpd_3-Cpd_8,Cpd_3,1.478,Cpd_8,381.631
5,9,D,Cpd_4-Cpd_5,Cpd_4,167.177,Cpd_5,14.574
5,9,E,Cpd_4-Cpd_6,Cpd_4,246.496,Cpd_6,1.102
5,9,F,Cpd_4-Cpd_7,Cpd_4,155.003,Cpd_7,2.192
5,9,G,Cpd_4-Cpd_8,Cpd_4,170.178,Cpd_8,380.529
5,9,H,untreated,NA,NA,NA,NA
5,9,A,untreated,NA,NA,NA,NA
5,10,B,Cpd_3-Cpd_7,Cpd_3,1.562,Cpd_7,2.55
5,10,C,Cpd_3-Cpd_8,Cpd_3,1.774,Cpd_8,457.957
5,10,D,Cpd_4-Cpd_5,Cpd_4,203.956,Cpd_5,17.78
5,10,E,Cpd_4-Cpd_6,Cpd_4,347.559,Cpd_6,1.554
5,10,F,Cpd_4-Cpd_7,Cpd_4,184.453,Cpd_7,2.609
5,10,G,Cpd_4-Cpd_8,Cpd_4,207.617,Cpd_8,464.246
5,10,H,untreated,NA,NA,NA,NA
5,10,A,untreated,NA,NA,NA,NA
5,11,B,Cpd_3-Cpd_7,Cpd_3,1.843,Cpd_7,3.009
5,11,C,Cpd_3-Cpd_8,Cpd_3,2.128,Cpd_8,549.548
5,11,D,Cpd_4-Cpd_5,Cpd_4,248.826,Cpd_5,21.692
5,11,E,Cpd_4-Cpd_6,Cpd_4,490.059,Cpd_6,2.192
5,11,F,Cpd_4-Cpd_7,Cpd_4,219.499,Cpd_7,3.104
5,11,G,Cpd_4-Cpd_8,Cpd_4,253.293,Cpd_8,566.38
5,11,H,untreated,NA,NA,NA,NA
5,11,A,untreated,NA,NA,NA,NA
5,12,B,Cpd_3-Cpd_7,Cpd_3,2.174,Cpd_7,3.551
5,12,C,Cpd_3-Cpd_8,Cpd_3,2.554,Cpd_8,659.458
5,12,D,Cpd_4-Cpd_5,Cpd_4,303.568,Cpd_5,26.464
5,12,E,Cpd_4-Cpd_6,Cpd_4,690.983,Cpd_6,3.09
5,12,F,Cpd_4-Cpd_7,Cpd_4,261.204,Cpd_7,3.694
5,12,G,Cpd_4-Cpd_8,Cpd_4,309.017,Cpd_8,690.983
5,12,H,untreated,NA,NA,NA,NA
5,12,A,untreated,NA,NA,NA,NA
6,1,B,Cpd_5-Cpd_6,Cpd_5,1.631,Cpd_6,0.084
6,1,C,Cpd_5-Cpd_7,Cpd_5,5.4,Cpd_7,0.876
6,1,D,Cpd_5-Cpd_8,Cpd_5,5.017,Cpd_8,128.677
6,1,E,Cpd_6-Cpd_7,Cpd_6,0.083,Cpd_7,0.262
6,1,F,Cpd_6-Cpd_8,Cpd_6,0.085,Cpd_8,42.74
6,1,G,Cpd_7-Cpd_8,Cpd_7,0.886,Cpd_8,140.086
6,1,H,untreated,NA,NA,NA,NA
6,1,A,untreated,NA,NA,NA,NA
6,2,B,Cpd_5-Cpd_6,Cpd_5,2.137,Cpd_6,0.11
6,2,C,Cpd_5-Cpd_7,Cpd_5,5.994,Cpd_7,0.972
6,2,D,Cpd_5-Cpd_8,Cpd_5,5.669,Cpd_8,145.405
6,2,E,Cpd_6-Cpd_7,Cpd_6,0.107,Cpd_7,0.338
6,2,F,Cpd_6-Cpd_8,Cpd_6,0.112,Cpd_8,55.989
6,2,G,Cpd_7-Cpd_8,Cpd_7,0.983,Cpd_8,155.496
6,2,H,untreated,NA,NA,NA,NA
6,2,A,untreated,NA,NA,NA,NA
6,3,B,Cpd_5-Cpd_6,Cpd_5,2.799,Cpd_6,0.144
6,3,C,Cpd_5-Cpd_7,Cpd_5,6.653,Cpd_7,1.079
6,3,D,Cpd_5-Cpd_8,Cpd_5,6.406,Cpd_8,164.308
6,3,E,Cpd_6-Cpd_7,Cpd_6,0.138,Cpd_7,0.436
6,3,F,Cpd_6-Cpd_8,Cpd_6,0.147,Cpd_8,73.346
6,3,G,Cpd_7-Cpd_8,Cpd_7,1.092,Cpd_8,172.6
6,3,H,untreated,NA,NA,NA,NA
6,3,A,untreated,NA,NA,NA,NA
6,4,B,Cpd_5-Cpd_6,Cpd_5,3.667,Cpd_6,0.188
6,4,C,Cpd_5-Cpd_7,Cpd_5,7.385,Cpd_7,1.198
6,4,D,Cpd_5-Cpd_8,Cpd_5,7.239,Cpd_8,185.668
6,4,E,Cpd_6-Cpd_7,Cpd_6,0.178,Cpd_7,0.563
6,4,F,Cpd_6-Cpd_8,Cpd_6,0.192,Cpd_8,96.083
6,4,G,Cpd_7-Cpd_8,Cpd_7,1.212,Cpd_8,191.587
6,4,H,untreated,NA,NA,NA,NA
6,4,A,untreated,NA,NA,NA,NA
6,5,B,Cpd_5-Cpd_6,Cpd_5,4.803,Cpd_6,0.246
6,5,C,Cpd_5-Cpd_7,Cpd_5,8.197,Cpd_7,1.33
6,5,D,Cpd_5-Cpd_8,Cpd_5,8.18,Cpd_8,209.805
6,5,E,Cpd_6-Cpd_7,Cpd_6,0.23,Cpd_7,0.726
6,5,F,Cpd_6-Cpd_8,Cpd_6,0.252,Cpd_8,125.869
6,5,G,Cpd_7-Cpd_8,Cpd_7,1.345,Cpd_8,212.661
6,5,H,untreated,NA,NA,NA,NA
6,5,A,untreated,NA,NA,NA,NA
6,6,B,Cpd_5-Cpd_6,Cpd_5,6.292,Cpd_6,0.323
6,6,C,Cpd_5-Cpd_7,Cpd_5,9.099,Cpd_7,1.476
6,6,D,Cpd_5-Cpd_8,Cpd_5,9.243,Cpd_8,237.08
6,6,E,Cpd_6-Cpd_7,Cpd_6,0.296,Cpd_7,0.937
6,6,F,Cpd_6-Cpd_8,Cpd_6,0.33,Cpd_8,164.889
6,6,G,Cpd_7-Cpd_8,Cpd_7,1.493,Cpd_8,236.054
6,6,H,untreated,NA,NA,NA,NA
6,6,A,untreated,NA,NA,NA,NA
6,7,B,Cpd_5-Cpd_6,Cpd_5,8.243,Cpd_6,0.423
6,7,C,Cpd_5-Cpd_7,Cpd_5,10.1,Cpd_7,1.638
6,7,D,Cpd_5-Cpd_8,Cpd_5,10.445,Cpd_8,267.9
6,7,E,Cpd_6-Cpd_7,Cpd_6,0.382,Cpd_7,1.209
6,7,F,Cpd_6-Cpd_8,Cpd_6,0.432,Cpd_8,216.004
6,7,G,Cpd_7-Cpd_8,Cpd_7,1.657,Cpd_8,262.02
6,7,H,untreated,NA,NA,NA,NA
6,7,A,untreated,NA,NA,NA,NA
6,8,B,Cpd_5-Cpd_6,Cpd_5,10.798,Cpd_6,0.554
6,8,C,Cpd_5-Cpd_7,Cpd_5,11.211,Cpd_7,1.819
6,8,D,Cpd_5-Cpd_8,Cpd_5,11.802,Cpd_8,302.727
6,8,E,Cpd_6-Cpd_7,Cpd_6,0.493,Cpd_7,1.559
6,8,F,Cpd_6-Cpd_8,Cpd_6,0.566,Cpd_8,282.966
6,8,G,Cpd_7-Cpd_8,Cpd_7,1.839,Cpd_8,290.842
6,8,H,untreated,NA,NA,NA,NA
6,8,A,untreated,NA,NA,NA,NA
6,9,B,Cpd_5-Cpd_6,Cpd_5,14.146,Cpd_6,0.726
6,9,C,Cpd_5-Cpd_7,Cpd_5,12.444,Cpd_7,2.019
6,9,D,Cpd_5-Cpd_8,Cpd_5,13.337,Cpd_8,342.082
6,9,E,Cpd_6-Cpd_7,Cpd_6,0.636,Cpd_7,2.011
6,9,F,Cpd_6-Cpd_8,Cpd_6,0.741,Cpd_8,370.685
6,9,G,Cpd_7-Cpd_8,Cpd_7,2.042,Cpd_8,322.834
6,9,H,untreated,NA,NA,NA,NA
6,9,A,untreated,NA,NA,NA,NA
6,10,B,Cpd_5-Cpd_6,Cpd_5,18.531,Cpd_6,0.951
6,10,C,Cpd_5-Cpd_7,Cpd_5,13.812,Cpd_7,2.241
6,10,D,Cpd_5-Cpd_8,Cpd_5,15.071,Cpd_8,386.552
6,10,E,Cpd_6-Cpd_7,Cpd_6,0.82,Cpd_7,2.594
6,10,F,Cpd_6-Cpd_8,Cpd_6,0.971,Cpd_8,485.597
6,10,G,Cpd_7-Cpd_8,Cpd_7,2.266,Cpd_8,358.346
6,10,H,untreated,NA,NA,NA,NA
6,10,A,untreated,NA,NA,NA,NA
6,11,B,Cpd_5-Cpd_6,Cpd_5,24.275,Cpd_6,1.245
6,11,C,Cpd_5-Cpd_7,Cpd_5,15.332,Cpd_7,2.487
6,11,D,Cpd_5-Cpd_8,Cpd_5,17.03,Cpd_8,436.804
6,11,E,Cpd_6-Cpd_7,Cpd_6,1.058,Cpd_7,3.347
6,11,F,Cpd_6-Cpd_8,Cpd_6,1.272,Cpd_8,636.132
6,11,G,Cpd_7-Cpd_8,Cpd_7,2.516,Cpd_8,397.764
6,11,H,untreated,NA,NA,NA,NA
6,11,A,untreated,NA,NA,NA,NA
6,12,B,Cpd_5-Cpd_6,Cpd_5,31.801,Cpd_6,1.631
6,12,C,Cpd_5-Cpd_7,Cpd_5,17.018,Cpd_7,2.761
6,12,D,Cpd_5-Cpd_8,Cpd_5,19.244,Cpd_8,493.589
6,12,E,Cpd_6-Cpd_7,Cpd_6,1.365,Cpd_7,4.317
6,12,F,Cpd_6-Cpd_8,Cpd_6,1.667,Cpd_8,833.333
6,12,G,Cpd_7-Cpd_8,Cpd_7,2.792,Cpd_8,441.518
6,12,H,untreated,NA,NA,NA,NA
6,12,A,untreated,NA,NA,NA,NA
